10,21,42,83
55,19,45,92
106,18,44,91
153,20,46,88
207,17,42,86
255,17,40,87
301,14,45,96
354,28,45,79
404,29,44,83
456,29,41,81
503,28,47,86
553,26,45,83
607,24,33,86
593,228,46,97
544,228,47,96
491,228,50,95
443,229,45,93
392,231,43,95
342,229,44,96
294,236,42,95
238,229,54,103
195,235,43,96
147,232,41,98
98,232,41,107
52,239,38,93
3,237,40,105
